actor;law;link.law;date;link.statement;V10b;V4;PH
Arbeitsgemeinschaft Privater Rundfunk (APR);EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_APR_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;15/3169;2592;
Arbeitsgemeinschaft Privater Rundfunk (APR);Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;27. Jul 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/07272015_Stellungnahme_APR_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=1;18/7223;2592;
Arbeitsgemeinschaft Privater Rundfunk (APR);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;05. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12052015_Stellungnahme_APR_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;2592;
Arbeitsgemeinschaft rechts- und staatswissenschaftlicher Verlage e. V. (ARSV) und Arbeitsgemeinschaft wissenschaftlicher Verleger (AwV);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;15. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12152015_Stellungnahme_ARSV_AwV_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;
Arbeitsgemeinschaft Schuldnerberatung der Verbände;"Gesetz zur Fortentwicklung des Rechts des Pfändungsschutzkontos
und zur Änderung von Vorschriften des Pfändungsschutzes (Pfändungsschutzkonto-Fortentwicklungsgesetz – PKoFoG)";https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Pfaendungsschutzkonto-Fortentwicklungsgesetz.html;14. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01142019_Stellungnahme_AG-SBV_Diskussionsteilentwurf_Pf%C3%A4ndungsschutzkonto.pdf?__blob=publicationFile&v=2;NA;4636;
Arbeitsgemeinschaft Schuldnerberatung der Verbände (AG SBV);Gesetz zur Umsetzung der Richtlinie über die Vergleichbarkeit von Zahlungskontoentgelten, den Wechsel von Zahlungskonten sowie den Zugang zu Zahlungskonten mit grundlegenden Funktionen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Zahlungskonten.html;02. Okt 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/10022015_Stellungnahme_AGSBV_RefE_Zahlungskonten.pdf?__blob=publicationFile&v=2;18/7204;4636;
Arbeitsgemeinschaft Testamtsvollstreckung und Vermögenssorge (AGT) e. V.;Gesetz zum Internationalen Erbrecht und zur Änderung von Vorschriften zum Erbschein;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Internationales_Erbrecht_Aenderung_Vorschriften_zum_Erbschein.html;04. Jun 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/06042014_Stellungnahme_AGT_RefE_IntErbRVG.pdf?__blob=publicationFile&v=1;17/4666 (neu);NA;
Arbeitsgemeinschaft Transport- und Speditionsrecht des Deutschen Anwaltvereins (DAV);Gesetz zu dem Straßburger Übereinkommen von 2012 über die Beschränkung der Haftung in der Binnenschifffahrt (CLNI 2012);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Haftungsbeschraenkung_Binnenschiffahrt.html;19. Nov 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/11192015_Stellungnahme_DAV_RefE_Haftungsbeschraenkung_Binnenschifffahrt.pdf?__blob=publicationFile&v=1;16/10808;NA;
Arbeitsgemeinschaft Transport- und Speditionsrecht des Deutschen Anwaltvereins (DAV);Gesetz zu dem Straßburger Übereinkommen von 2012 über die Beschränkung der Haftung in der Binnenschifffahrt (CLNI 2012);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Haftungsbeschraenkung_Binnenschiffahrt.html;16. Jan 13;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2013/Downloads/01162013_Stellungnahme_DAV_RefE_Haftungsbeschraenkung_Binnenschifffahrt.pdf?__blob=publicationFile&v=1;16/10808;NA;
Arbeitskreis Autobanken (AKA) und Verband der Automobilienindusrie e.V. (VDA);Gesetz zur Umsetzung der Wohnimmobilienkreditrichtlinie und zur Änderung handelsrechtlicher Vorschriften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umsetzung_Wohnimmobilienkreditrichtlinie.html;12. Feb 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/02122015_Stellungnahme_AKA_VDA_RefE_Umsetzung_Wohnimmobilienkreditrichtlinie.pdf?__blob=publicationFile&v=1;18/5922;NA;
Arbeitskreis Bilanzrecht Hochschullehrer Rechtswissenschaft;Bilanzrichtlinie-Umsetzungsgesetz - (BilRUG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bilanzrichtlinie_Umsetzungsgesetz.html;02. Okt 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/10022014_Stellungnahme_AK%20BilanzR%20_RefE_BilRUG.pdf?__blob=publicationFile&v=3;15/3442;NA;
Arbeitskreis der Chefärztinnen und Chefärzte der Kliniken für Psychiatrie und Psychotherapie an Allgemeinkrankenhäusern in Deutschland (ackpa);Gesetz zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.html;29. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/12292016_Stellungnahme_ackpa_RefE_Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.pdf?__blob=publicationFile&v=1;NA;5760;
Arbeitskreis der Opferhilfen in Deutschland e. v. (ado);Gesetz zur Änderung des Strafgesetzbuches – Verbesserung des Schutzes der sexuellen Selbstbestimmung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/SchutzSexuelleSelbstbestimmung.html;26. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04262016_Stellungnahme_ado_RefE_Schutz_sexuelle_Selbstbestimmung.pdf?__blob=publicationFile&v=1;NA;NA;
Arbeitskreis der Opferhilfen in Deutschland e. V. (ado);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;25. Nov 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/11252014_Stellungnahme_ado_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=3;NA;NA;
Arbeitskreis Frauengesundheit;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;01. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01022019_Stellungnahme_AK-Frauengesundheit_Schwangerschaft.pdf?__blob=publicationFile&v=4;NA;850;
Arbeitskreis freiberuflicher psychiatrischer und psychologischer Sachverständiger e. V.;Gesetz zur Novellierung des Rechts der Unterbringung in einem psychiatrischen Krankenhaus gemäß § 63 des Strafgesetzbuches;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Novellierung_Unterbringung_psychiatrischen_Krankenhaus_63_StGB.html;20. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05202015_Stellungnahme_AK_freib_psych_Sachverstaendiger_RefE_Novellierung_Rechts_Unterbringung_psychiatrischew_Krankenhaus_Par_63_StGB.pdf?__blob=publicationFile&v=1;18/7244;NA;
Arbeitskreis Namensaktie;Gesetz zur Änderung des Aktiengesetzes (Aktienrechtsnovelle 2014);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aktienrechtsnovelle.html;25. Jun 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/06252014_Stellungnahme_AK_Namensaktie_RefE_Aenderung_Aktiengesetz.pdf?__blob=publicationFile&v=1;NA;NA;
Arbeitskreis Verbraucherinsolvenz-Saarland;Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;26. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05262015_Stellungnahme_Verbraucherinsolvenz_Saarland_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1;18/7054;NA;
ARD;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;30. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12302015_Stellungnahme_ARD_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;
ARD / ZDF;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_ard_zdf_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;NA;
ARD und ZDF;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_ARD_ZDF_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;15/3169;NA;
ARD, ZDF und Deutschlandradio;Gesetz zur Umsetzung der Richtlinie (EU) 2016/943 zum Schutz von Geschäftsgeheimnissen vor rechtswidrigem Erwerb sowie rechtswidriger Nutzung und Offenlegung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/GeschGehG.html;18. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05182018_Stellungnahme_ARD-ZDF_GeschGehG.pdf?__blob=publicationFile&v=3;NA;NA;
ARD, ZDF und Deutschlandradio;Gesetz zur Umsetzung der Richtlinie (EU) 2016/943 zum Schutz von Geschäftsgeheimnissen vor rechtswidrigem Erwerb sowie rechtswidriger Nutzung und Offenlegung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/GeschGehG.html;18. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05182018_Stellungnahme_ARD-ZDF_GeschGehG.pdf?__blob=publicationFile&v=3;NA;NA;
Arends Verlag, Musik- und Buchverlag;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;20. Jan 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/01202016_Stellungnahme_Arendsverlag_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=2;18/8625;NA;
Ausschuss der Verbände und Kammern der Ingenieure und Architekten für die Honorarordnung e. V. (AHO);Gesetz zur Reform des Bauvertragsrechts und zur Änderung der kaufrechtlichen Mängelhaftung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bauvertragsrecht.html;16. Nov 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/11162015_Stellungnahme_AHO_RefE_Bauvertragsrecht.pdf?__blob=publicationFile&v=1;NA;3661;
AWO Bundesverband;Gesetz zur Verbesserung der Information über einen Schwangerschaftsabbruch;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Information_Schwangerschaftsabbruch219a.html;30. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/30012019_Stellungnahme_AWO_Schwangerschaft.pdf?__blob=publicationFile&v=2;NA;NA;
AWO Bundesverband e. V.;Gesetz zur Änderung der materiellen Zulässigkeitsvoraussetzungen von ärztlichen Zwangsmaßnahmen und zur Stärkung des Selbstbestimmungsrechts von Betreuten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.html;21. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/12212016_Stellungnahme_AWO_RefE_Gesetz_zur_Aenderung_materieller_Zulaessigkeitsvoraussetzungen_aerztlicher_Zwangsmassnahmen.pdf?__blob=publicationFile&v=1;NA;NA;
AWO Bundesverband e. V.;Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;06. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05062015_Stellungnahme_AWO_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1;18/5901;NA;
AWO Bundesverband e. V.;Gesetz zur Dämpfung des Mietanstiegs auf angespannten Wohnungsmärkten und zur Stärkung des Bestellerprinzips bei der Wohnungsvermittlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Daempfung_Mietanstieg_Wohnungsmaerkte_Staerkung_Bestellerprinzip_Wohnungsvermittlung.html;20. Mai 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/05202014_Stellungnahme_AWO_RefE_MietNovG.pdf?__blob=publicationFile&v=3;NA;NA;
AWO Bundesverband e.V.;Drittes Gesetz zur Änderung reiserechtlicher Vorschriften – Umsetzung der neuen EU-Pauschalreiserichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_Pauschalreiserichtlinie.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_AWO_RefE_Reiserecht.pdf?__blob=publicationFile&v=1;15/3442;NA;
BAG Landesjugendämter;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_BAG_Fixierungen.pdf?__blob=publicationFile&v=2;NA;NA;
BAG Landesjugendämter;Gesetz zur Förderung der Freizügigkeit von EU-Bürgerinnen und -Bürgern sowie zur Neuregelung verschiedener Aspekte des Internationalen Adoptionsrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Freizuegigkeit_EU.html;09. Jul 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/07092018_BAG_Freizuegigkeit.pdf?__blob=publicationFile&v=2;NA;NA;
Bankenfachverband e. V.;Gesetz zur Umsetzung der Zweiten Zahlungsdiensterichtlinie;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umsetzung_zivilrechtlicher_Teil_zweite_Zahlungsdiensterichtlinie.html;05. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01052017_Stellungnahme_Bankenfachverband_RefE_Umsetzung_zivilrechtlicher_Teil_zweite_Zahlungsdiensterichtlinie.pdf?__blob=publicationFile&v=1;NA;3662;
Bankenfachverband e.V.;Gesetz zur Umsetzung der Richtlinie über die Vergleichbarkeit von Zahlungskontoentgelten, den Wechsel von Zahlungskonten sowie den Zugang zu Zahlungskonten mit grundlegenden Funktionen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Zahlungskonten.html;02. Okt 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/10022015_Stellungnahme_Bankenfachverband_RefE_Zahlungskonten.pdf?__blob=publicationFile&v=1;18/7204;3662;
Bankenfachverband e.V.;Gesetz zur Umsetzung der Wohnimmobilienkreditrichtlinie und zur Änderung handelsrechtlicher Vorschriften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umsetzung_Wohnimmobilienkreditrichtlinie.html;13. Feb 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/02132015_Stellungnahme_Bankenfachverband_RefE_Umsetzung_Wohnimmobilienkreditrichtlinie.pdf?__blob=publicationFile&v=1;18/5922;3662;
Bauherren-Schutzbund e. V. (BSB);Gesetz zur Reform des Bauvertragsrechts und zur Änderung der kaufrechtlichen Mängelhaftung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bauvertragsrecht.html;20. Nov 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/11202015_Stellungnahme_BSB_RefE_Bauvertragsrecht.pdf?__blob=publicationFile&v=1;NA;3665;
Bauherren-Schutzbund e. V. (BSB);Verbraucherstreitbeilegungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.html;23. Jan 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/01232015_Stellungnahme_BSB_RefE_Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.pdf?__blob=publicationFile&v=1;NA;3665;
Bauherren-Schutzbund e.V. (BSB);Gesetz zur Umsetzung der Wohnimmobilienkreditrichtlinie und zur Änderung handelsrechtlicher Vorschriften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Umsetzung_Wohnimmobilienkreditrichtlinie.html;12. Feb 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/02122015_Stellungnahme_BSB_RefE_Umsetzung_Wohnimmobilienkreditrichtlinie.pdf?__blob=publicationFile&v=1;18/5922;3665;
Bauverbände Westfalen;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;16. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10162018_Stellungnahme_Bauverbaende_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;NA;NA;
BDEW Bundesverband der Energie- und Wasserwirtschaft e. V.;Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Abschlusspruefungsreformgesetz.html;04. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06042015_Stellungnahme_BDEW_RefE_AReG.pdf?__blob=publicationFile&v=4;NA;NA;
beamtenbund und tarifunion (dbb) - Bundesgeschäftsstelle;Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;12. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08122015_Stellungnahme_dbb_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;164;
Behrens Rechtsanwälte;Drittes Gesetz zur Änderung der Insolvenzordnung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Drittes_Gesetz_zur_Aenderung_der_Insolvenzordnung.html;25. Aug 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/08252016_Stellungnahme_Behrens_Rechtsanwaelte_RefE_InsO.pdf?__blob=publicationFile&v=2;16/126;NA;
Bertelsmann SE & Co. KGaA;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;23. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12232015_Stellungnahme_Bertelsmann_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;5292;
Berufsverband der Berufsbetreuer e.V.;Gesetz zur Anpassung der Betreuer- und Vormündervergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anpassung_betreuerverguetung.html;05. Feb 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/02052019_Stellungnahme_BdB_Betreuerverguetung.pdf?__blob=publicationFile&v=3;NA;NA;
Berufsverband der Datenschutzbeauftragten Deutschlands (BvD) e.V.;Gesetz zur Neuregelung des Schutzes von Geheimnissen bei der Mitwirkung Dritter an der Berufsausübung schweigepflichtiger Personen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuregelung_Schutzes_von_Geheimnissen_bei_Mitwirkung_Dritter_an_der_Berufsausuebung_schweigepflichtiger_Personen.html;05. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01052017_Stellungnahme_BvD_RefE_Schutz_von_Geheimnissen.pdf?__blob=publicationFile&v=2;NA;2822;
